"No.","Time","Source","Destination","Protocol","Length","Source Port","Destination Port","Expert Info","Info"
"7614","117.575707","192.168.1.151","130.211.16.53","TCP","66","52958","443","","52958  >  443 [ACK] Seq=10453 Ack=12451 Win=129600 Len=0 TSval=1226095001 TSecr=1727435599"
"7615","117.575941","130.211.16.53","192.168.1.151","TLSv1.3","1484","443","52958","","Application Data"
"7616","117.575943","130.211.16.53","192.168.1.151","TLSv1.3","376","443","52958","","Application Data"
"7617","117.575968","192.168.1.151","130.211.16.53","TCP","66","52958","443","","52958  >  443 [ACK] Seq=10453 Ack=14179 Win=129344 Len=0 TSval=1226095001 TSecr=1727435599"
"7618","117.576116","130.211.16.53","192.168.1.151","TLSv1.3","1484","443","52958","","Application Data"
"7619","117.576150","192.168.1.151","130.211.16.53","TCP","66","52958","443","","52958  >  443 [ACK] Seq=10453 Ack=15597 Win=131072 Len=0 TSval=1226095001 TSecr=1727435599"
"7620","117.576338","130.211.16.53","192.168.1.151","TLSv1.3","1484","443","52958","","Application Data"
"7621","117.576531","130.211.16.53","192.168.1.151","TLSv1.3","1484","443","52958","","Application Data"
"7622","117.576545","192.168.1.151","130.211.16.53","TCP","66","52958","443","","52958  >  443 [ACK] Seq=10453 Ack=18433 Win=129600 Len=0 TSval=1226095001 TSecr=1727435599"
"7623","117.576760","130.211.16.53","192.168.1.151","TLSv1.3","1484","443","52958","","Application Data"
"7624","117.576786","192.168.1.151","130.211.16.53","TCP","66","52958","443","","52958  >  443 [ACK] Seq=10453 Ack=19851 Win=129600 Len=0 TSval=1226095002 TSecr=1727435599"
"7625","117.576969","130.211.16.53","192.168.1.151","TLSv1.3","1484","443","52958","","Application Data"
"7626","117.577014","192.168.1.151","130.211.16.53","TCP","66","52958","443","","52958  >  443 [ACK] Seq=10453 Ack=21269 Win=131072 Len=0 TSval=1226095002 TSecr=1727435600"
"7627","117.577190","130.211.16.53","192.168.1.151","TLSv1.3","1484","443","52958","","Application Data"
"7628","117.577359","130.211.16.53","192.168.1.151","TLSv1.3","1484","443","52958","","Application Data"
"7629","117.577377","192.168.1.151","130.211.16.53","TCP","66","52958","443","","52958  >  443 [ACK] Seq=10453 Ack=24105 Win=129600 Len=0 TSval=1226095002 TSecr=1727435600"
"7630","117.578139","130.211.16.53","192.168.1.151","TLSv1.3","1216","443","52958","","Application Data"
"7631","117.578141","130.211.16.53","192.168.1.151","TLSv1.3","158","443","52958","","Application Data"
"7632","117.578157","192.168.1.151","130.211.16.53","TCP","66","52958","443","","52958  >  443 [ACK] Seq=10453 Ack=25255 Win=129920 Len=0 TSval=1226095003 TSecr=1727435600"
"7633","117.578157","192.168.1.151","130.211.16.53","TCP","66","52958","443","","52958  >  443 [ACK] Seq=10453 Ack=25347 Win=129792 Len=0 TSval=1226095003 TSecr=1727435601"
"7634","117.585629","130.211.16.53","192.168.1.151","TCP","66","443","52958","","443  >  52958 [ACK] Seq=25347 Ack=10453 Win=92416 Len=0 TSval=1727435608 TSecr=1226094999"
"7635","117.690076","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=54753 Ack=207449 Win=131072 Len=1396 TSval=1226095113 TSecr=3425317719 [TCP segment of a reassembled PDU]"
"7636","117.690077","192.168.1.151","151.101.69.254","TLSv1.2","1127","52951","443","","Application Data"
"7637","117.691212","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=57210 Ack=207449 Win=131072 Len=1396 TSval=1226095114 TSecr=3425317719 [TCP segment of a reassembled PDU]"
"7638","117.691212","192.168.1.151","151.101.69.254","TLSv1.2","1253","52951","443","","Application Data"
"7639","117.692437","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=59793 Ack=207449 Win=131072 Len=1396 TSval=1226095115 TSecr=3425317719 [TCP segment of a reassembled PDU]"
"7640","117.692438","192.168.1.151","151.101.69.254","TLSv1.2","1256","52951","443","","Application Data"
"7641","117.692964","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=62379 Ack=207449 Win=131072 Len=1396 TSval=1226095115 TSecr=3425317719 [TCP segment of a reassembled PDU]"
"7642","117.692965","192.168.1.151","151.101.69.254","TLSv1.2","1261","52951","443","","Application Data"
"7643","117.693271","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=64970 Ack=207449 Win=131072 Len=1396 TSval=1226095115 TSecr=3425317719 [TCP segment of a reassembled PDU]"
"7644","117.693272","192.168.1.151","151.101.69.254","TLSv1.2","1323","52951","443","","Application Data"
"7645","117.693626","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=67623 Ack=207449 Win=131072 Len=1396 TSval=1226095116 TSecr=3425317719 [TCP segment of a reassembled PDU]"
"7646","117.693626","192.168.1.151","151.101.69.254","TLSv1.2","1310","52951","443","","Application Data"
"7647","117.699127","151.101.69.254","192.168.1.151","TCP","66","443","52951","","443  >  52951 [ACK] Seq=207449 Ack=57210 Win=41984 Len=0 TSval=3425317860 TSecr=1226095113"
"7648","117.699130","151.101.69.254","192.168.1.151","TCP","66","443","52951","","443  >  52951 [ACK] Seq=207449 Ack=59793 Win=41984 Len=0 TSval=3425317861 TSecr=1226095114"
"7649","117.701219","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=70263 Ack=207449 Win=131072 Len=1396 TSval=1226095123 TSecr=3425317861 [TCP segment of a reassembled PDU]"
"7650","117.701220","192.168.1.151","151.101.69.254","TLSv1.2","1325","52951","443","","Application Data"
"7651","117.706347","151.101.69.254","192.168.1.151","TCP","66","443","52951","","443  >  52951 [ACK] Seq=207449 Ack=62379 Win=41984 Len=0 TSval=3425317869 TSecr=1226095115"
"7652","117.706349","151.101.69.254","192.168.1.151","TCP","66","443","52951","","443  >  52951 [ACK] Seq=207449 Ack=64970 Win=41984 Len=0 TSval=3425317870 TSecr=1226095115"
"7653","117.707063","151.101.69.254","192.168.1.151","TCP","66","443","52951","","443  >  52951 [ACK] Seq=207449 Ack=67623 Win=41984 Len=0 TSval=3425317870 TSecr=1226095115"
"7654","117.707065","151.101.69.254","192.168.1.151","TCP","66","443","52951","","443  >  52951 [ACK] Seq=207449 Ack=70263 Win=41984 Len=0 TSval=3425317871 TSecr=1226095116"
"7655","117.708721","151.101.69.254","192.168.1.151","TCP","66","443","52951","","443  >  52951 [ACK] Seq=207449 Ack=72918 Win=41984 Len=0 TSval=3425317872 TSecr=1226095123"
"7656","117.721007","192.168.1.151","151.101.69.254","TLSv1.2","450","52951","443","","Application Data"
"7657","117.734598","151.101.69.254","192.168.1.151","TCP","1462","443","52951","","443  >  52951 [ACK] Seq=207449 Ack=73302 Win=41984 Len=1396 TSval=3425317898 TSecr=1226095142 [TCP segment of a reassembled PDU]"
"7658","117.734601","151.101.69.254","192.168.1.151","TLSv1.2","471","443","52951","","Application Data, Application Data"
"7659","117.734661","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=209250 Win=129216 Len=0 TSval=1226095155 TSecr=3425317898"
"7660","117.737559","151.101.69.254","192.168.1.151","TCP","1462","443","52951","","443  >  52951 [ACK] Seq=209250 Ack=73302 Win=41984 Len=1396 TSval=3425317901 TSecr=1226095142 [TCP segment of a reassembled PDU]"
"7661","117.737646","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=210646 Win=131072 Len=0 TSval=1226095157 TSecr=3425317901"
"7662","117.737813","151.101.69.254","192.168.1.151","TLSv1.2","1462","443","52951","","Application Data [TCP segment of a reassembled PDU]"
"7663","117.737815","151.101.69.254","192.168.1.151","TLSv1.2","146","443","52951","","Application Data, Application Data"
"7664","117.737815","151.101.69.254","192.168.1.151","TLSv1.2","144","443","52951","","Application Data"
"7665","117.737853","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=212122 Win=129536 Len=0 TSval=1226095157 TSecr=3425317901"
"7666","117.737854","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=212200 Win=129472 Len=0 TSval=1226095157 TSecr=3425317901"
"7667","117.805270","151.101.69.254","192.168.1.151","TLSv1.2","790","443","52951","","Application Data"
"7668","117.805326","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=212924 Win=130304 Len=0 TSval=1226095224 TSecr=3425317968"
"7669","117.816463","151.101.69.254","192.168.1.151","TLSv1.2","596","443","52951","","Application Data"
"7670","117.816511","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=213454 Win=130496 Len=0 TSval=1226095235 TSecr=3425317979"
"7671","117.818020","130.211.26.229","192.168.1.151","TLSv1.3","343","443","52959","","Application Data"
"7672","117.818023","130.211.26.229","192.168.1.151","TLSv1.3","130","443","52959","","Application Data, Application Data"
"7673","117.818024","130.211.26.229","192.168.1.151","TLSv1.3","105","443","52959","","Application Data"
"7674","117.818078","192.168.1.151","130.211.26.229","TCP","66","52959","443","","52959  >  443 [ACK] Seq=4519 Ack=1101 Win=130752 Len=0 TSval=1226095236 TSecr=3540695778"
"7675","117.818078","192.168.1.151","130.211.26.229","TCP","66","52959","443","","52959  >  443 [ACK] Seq=4519 Ack=1165 Win=130688 Len=0 TSval=1226095236 TSecr=3540695778"
"7676","117.818117","192.168.1.151","130.211.26.229","TCP","66","52959","443","","52959  >  443 [ACK] Seq=4519 Ack=1204 Win=130688 Len=0 TSval=1226095236 TSecr=3540695778"
"7677","117.818307","192.168.1.151","130.211.26.229","TLSv1.3","105","52959","443","","Application Data"
"7678","117.826938","130.211.26.229","192.168.1.151","TCP","66","443","52959","","443  >  52959 [ACK] Seq=1204 Ack=4558 Win=78080 Len=0 TSval=3540695786 TSecr=1226095236"
"7679","117.874699","151.101.69.254","192.168.1.151","TLSv1.2","586","443","52951","","Application Data"
"7680","117.874705","151.101.69.254","192.168.1.151","TLSv1.2","456","443","52951","","Application Data"
"7681","117.874793","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=213974 Win=130496 Len=0 TSval=1226095291 TSecr=3425318038"
"7682","117.874813","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=214364 Win=130112 Len=0 TSval=1226095291 TSecr=3425318038"
"7683","117.939060","151.101.69.254","192.168.1.151","TCP","1462","443","52951","","443  >  52951 [ACK] Seq=214364 Ack=73302 Win=41984 Len=1396 TSval=3425318100 TSecr=1226095291 [TCP segment of a reassembled PDU]"
"7684","117.939244","151.101.69.254","192.168.1.151","TLSv1.2","1462","443","52951","","Application Data [TCP segment of a reassembled PDU]"
"7685","117.939246","151.101.69.254","192.168.1.151","TLSv1.2","69","443","52951","","Application Data"
"7686","117.939281","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=217156 Win=129664 Len=0 TSval=1226095355 TSecr=3425318100"
"7687","117.939317","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=217159 Win=129664 Len=0 TSval=1226095355 TSecr=3425318100"
"7688","117.969832","151.101.69.254","192.168.1.151","TCP","1462","443","52951","","443  >  52951 [ACK] Seq=217159 Ack=73302 Win=41984 Len=1396 TSval=3425318132 TSecr=1226095355 [TCP segment of a reassembled PDU]"
"7689","117.969927","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=218555 Win=131072 Len=0 TSval=1226095385 TSecr=3425318132"
"7690","117.970046","151.101.69.254","192.168.1.151","TCP","1462","443","52951","","443  >  52951 [ACK] Seq=218555 Ack=73302 Win=41984 Len=1396 TSval=3425318132 TSecr=1226095355 [TCP segment of a reassembled PDU]"
"7691","117.970048","151.101.69.254","192.168.1.151","TLSv1.2","154","443","52951","","Application Data"
"7692","117.970078","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=220039 Win=129536 Len=0 TSval=1226095385 TSecr=3425318132"
"7693","118.006454","151.101.69.254","192.168.1.151","TCP","1462","443","52951","","443  >  52951 [ACK] Seq=220039 Ack=73302 Win=41984 Len=1396 TSval=3425318168 TSecr=1226095385 [TCP segment of a reassembled PDU]"
"7694","118.006574","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=221435 Win=131072 Len=0 TSval=1226095421 TSecr=3425318168"
"7695","118.006696","151.101.69.254","192.168.1.151","TLSv1.2","1458","443","52951","","Application Data"
"7696","118.006701","151.101.69.254","192.168.1.151","TLSv1.2","150","443","52951","","Application Data"
"7697","118.006745","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=222827 Win=129664 Len=0 TSval=1226095421 TSecr=3425318168"
"7698","118.006781","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=222911 Win=129536 Len=0 TSval=1226095421 TSecr=3425318168"
"7699","118.033880","151.101.69.254","192.168.1.151","TCP","1462","443","52951","","443  >  52951 [ACK] Seq=222911 Ack=73302 Win=41984 Len=1396 TSval=3425318197 TSecr=1226095421 [TCP segment of a reassembled PDU]"
"7700","118.033974","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=224307 Win=131072 Len=0 TSval=1226095448 TSecr=3425318197"
"7701","118.034185","151.101.69.254","192.168.1.151","TCP","1462","443","52951","","443  >  52951 [ACK] Seq=224307 Ack=73302 Win=41984 Len=1396 TSval=3425318197 TSecr=1226095421 [TCP segment of a reassembled PDU]"
"7702","118.034187","151.101.69.254","192.168.1.151","TLSv1.2","136","443","52951","","Application Data"
"7703","118.034187","151.101.69.254","192.168.1.151","TLSv1.2","147","443","52951","","Application Data"
"7704","118.034218","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=225773 Win=129600 Len=0 TSval=1226095448 TSecr=3425318197"
"7705","118.034218","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=225854 Win=129472 Len=0 TSval=1226095448 TSecr=3425318197"
"7706","118.063892","151.101.69.254","192.168.1.151","TCP","1462","443","52951","","443  >  52951 [ACK] Seq=225854 Ack=73302 Win=41984 Len=1396 TSval=3425318227 TSecr=1226095448 [TCP segment of a reassembled PDU]"
"7707","118.063979","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=227250 Win=131072 Len=0 TSval=1226095477 TSecr=3425318227"
"7708","118.064202","151.101.69.254","192.168.1.151","TCP","1462","443","52951","","443  >  52951 [ACK] Seq=227250 Ack=73302 Win=41984 Len=1396 TSval=3425318227 TSecr=1226095448 [TCP segment of a reassembled PDU]"
"7709","118.064204","151.101.69.254","192.168.1.151","TLSv1.2","109","443","52951","","Application Data"
"7710","118.064204","151.101.69.254","192.168.1.151","TLSv1.2","156","443","52951","","Application Data"
"7711","118.064237","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=228689 Win=129600 Len=0 TSval=1226095477 TSecr=3425318227"
"7712","118.064237","192.168.1.151","151.101.69.254","TCP","66","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=228779 Win=129536 Len=0 TSval=1226095477 TSecr=3425318227"
"7713","118.081094","192.168.1.151","54.149.94.178","TLSv1.3","122","52855","443","","Application Data"
"7714","118.112478","192.168.1.151","151.101.69.254","TLSv1.2","199","52957","443","","Application Data"
"7715","118.117520","192.168.1.151","130.211.16.53","TCP","1484","52958","443","","52958  >  443 [ACK] Seq=10453 Ack=25347 Win=131072 Len=1418 TSval=1226095529 TSecr=1727435608 [TCP segment of a reassembled PDU]"
"7716","118.117520","192.168.1.151","130.211.16.53","TCP","1484","52958","443","","52958  >  443 [ACK] Seq=11871 Ack=25347 Win=131072 Len=1418 TSval=1226095529 TSecr=1727435608 [TCP segment of a reassembled PDU]"
"7717","118.117521","192.168.1.151","130.211.16.53","TLSv1.3","1058","52958","443","","Application Data"
"7718","118.123313","130.211.16.53","192.168.1.151","TCP","66","443","52958","","443  >  52958 [ACK] Seq=25347 Ack=11871 Win=95232 Len=0 TSval=1727436147 TSecr=1226095529"
"7719","118.123317","130.211.16.53","192.168.1.151","TCP","66","443","52958","","443  >  52958 [ACK] Seq=25347 Ack=13289 Win=98048 Len=0 TSval=1727436148 TSecr=1226095529"
"7720","118.123318","130.211.16.53","192.168.1.151","TCP","66","443","52958","","443  >  52958 [ACK] Seq=25347 Ack=14281 Win=100864 Len=0 TSval=1727436148 TSecr=1226095529"
"7721","118.124956","130.211.16.53","192.168.1.151","TLSv1.3","173","443","52958","","Application Data"
"7722","118.125008","192.168.1.151","130.211.16.53","TCP","66","52958","443","","52958  >  443 [ACK] Seq=14281 Ack=25454 Win=130944 Len=0 TSval=1226095535 TSecr=1727436149"
"7723","118.125258","192.168.1.151","130.211.16.53","TLSv1.3","105","52958","443","","Application Data"
"7724","118.125271","192.168.1.151","130.211.16.53","TLSv1.3","101","52958","443","","Application Data"
"7725","118.128060","54.149.94.178","192.168.1.151","TLSv1.3","122","443","52855","","Application Data"
"7726","118.128120","192.168.1.151","54.149.94.178","TCP","66","52855","443","","52855  >  443 [ACK] Seq=3668 Ack=8015 Win=131008 Len=0 TSval=1226095538 TSecr=693290084"
"7727","118.134212","130.211.16.53","192.168.1.151","TCP","66","443","52958","","443  >  52958 [ACK] Seq=25454 Ack=14355 Win=100864 Len=0 TSval=1727436155 TSecr=1226095535"
"7728","118.153535","192.168.1.151","130.211.16.53","TCP","1484","52958","443","","52958  >  443 [ACK] Seq=14355 Ack=25454 Win=131072 Len=1418 TSval=1226095562 TSecr=1727436155 [TCP segment of a reassembled PDU]"
"7729","118.153535","192.168.1.151","130.211.16.53","TCP","1484","52958","443","","52958  >  443 [ACK] Seq=15773 Ack=25454 Win=131072 Len=1418 TSval=1226095562 TSecr=1727436155 [TCP segment of a reassembled PDU]"
"7730","118.153536","192.168.1.151","130.211.16.53","TLSv1.3","1130","52958","443","","Application Data"
"7731","118.154790","192.168.1.151","192.168.1.1","DNS","75","7929","53","","Standard query 0xfb7d A ss.musthird.com"
"7732","118.161728","130.211.16.53","192.168.1.151","TCP","66","443","52958","","443  >  52958 [ACK] Seq=25454 Ack=17191 Win=106496 Len=0 TSval=1727436184 TSecr=1226095562"
"7733","118.165781","151.101.69.254","192.168.1.151","TCP","66","443","52957","","443  >  52957 [ACK] Seq=289471 Ack=2268 Win=42496 Len=0 TSval=1282722664 TSecr=1226095524"
"7734","118.165786","192.168.1.1","192.168.1.151","DNS","156","53","7929","","Standard query response 0xfb7d A ss.musthird.com CNAME b-0.hexagon-cdn.com CNAME b-0.prod.gcp.hexagon-cdn.com A 34.102.213.72"
"7735","118.165787","130.211.16.53","192.168.1.151","TCP","66","443","52958","","443  >  52958 [ACK] Seq=25454 Ack=18255 Win=109312 Len=0 TSval=1727436189 TSecr=1226095562"
"7736","118.166020","192.168.1.151","34.102.213.72","TCP","78","52963","443","Chat","52963  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1226095574 TSecr=0 SACK_PERM=1"
"7737","118.199783","34.102.213.72","192.168.1.151","TCP","74","443","52963","Chat","443  >  52963 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=1132619557 TSecr=1226095574 WS=256"
"7738","118.199853","192.168.1.151","34.102.213.72","TCP","66","52963","443","","52963  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0 TSval=1226095607 TSecr=1132619557"
"7739","118.200005","192.168.1.151","34.102.213.72","TLSv1.3","647","52963","443","","Client Hello"
"7740","118.205874","192.168.1.151","130.211.26.229","TCP","1484","52959","443","","52959  >  443 [ACK] Seq=4558 Ack=1204 Win=131072 Len=1418 TSval=1226095613 TSecr=3540695786 [TCP segment of a reassembled PDU]"
"7741","118.205874","192.168.1.151","130.211.26.229","TCP","1484","52959","443","","52959  >  443 [ACK] Seq=5976 Ack=1204 Win=131072 Len=1418 TSval=1226095613 TSecr=3540695786 [TCP segment of a reassembled PDU]"
"7742","118.205875","192.168.1.151","130.211.26.229","TLSv1.3","1188","52959","443","","Application Data"
"7743","118.205899","192.168.1.151","130.211.26.229","TLSv1.3","561","52959","443","","Application Data"
"7744","118.213632","34.102.213.72","192.168.1.151","TCP","66","443","52963","","443  >  52963 [ACK] Seq=1 Ack=582 Win=66816 Len=0 TSval=1132619566 TSecr=1226095607"
"7745","118.217284","34.102.213.72","192.168.1.151","TLSv1.3","278","443","52963","","Server Hello, Change Cipher Spec, Application Data"
"7746","118.217334","192.168.1.151","34.102.213.72","TCP","66","52963","443","","52963  >  443 [ACK] Seq=582 Ack=213 Win=131648 Len=0 TSval=1226095623 TSecr=1132619577"
"7747","118.219895","130.211.26.229","192.168.1.151","TCP","66","443","52959","","443  >  52959 [ACK] Seq=1204 Ack=5976 Win=80896 Len=0 TSval=3540696180 TSecr=1226095613"
"7748","118.219900","130.211.26.229","192.168.1.151","TCP","74","443","52959","","443  >  52959 [ACK] Seq=1204 Ack=7394 Win=83968 Len=0 TSval=3540696181 TSecr=1226095613"
"7749","118.219901","130.211.26.229","192.168.1.151","TCP","66","443","52959","","443  >  52959 [ACK] Seq=1204 Ack=8516 Win=86784 Len=0 TSval=3540696181 TSecr=1226095613"
"7750","118.221008","130.211.26.229","192.168.1.151","TCP","66","443","52959","","443  >  52959 [ACK] Seq=1204 Ack=9011 Win=89600 Len=0 TSval=3540696181 TSecr=1226095613"
"7751","118.223168","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=73302 Ack=228779 Win=131072 Len=1396 TSval=1226095628 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7752","118.223168","192.168.1.151","151.101.69.254","TLSv1.2","959","52951","443","","Application Data"
"7753","118.223195","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=75591 Ack=228779 Win=131072 Len=1396 TSval=1226095628 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7754","118.223195","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=76987 Ack=228779 Win=131072 Len=1396 TSval=1226095628 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7755","118.223195","192.168.1.151","151.101.69.254","TLSv1.2","164","52951","443","","Application Data"
"7756","118.223196","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=78481 Ack=228779 Win=131072 Len=1396 TSval=1226095628 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7757","118.223196","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=79877 Ack=228779 Win=131072 Len=1396 TSval=1226095628 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7758","118.223196","192.168.1.151","151.101.69.254","TLSv1.2","164","52951","443","","Application Data"
"7759","118.223204","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=81371 Ack=228779 Win=131072 Len=1396 TSval=1226095628 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7760","118.223205","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=82767 Ack=228779 Win=131072 Len=1396 TSval=1226095628 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7761","118.223205","192.168.1.151","151.101.69.254","TLSv1.2","164","52951","443","","Application Data"
"7762","118.223211","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=84261 Ack=228779 Win=131072 Len=1396 TSval=1226095628 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7763","118.223211","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=85657 Ack=228779 Win=131072 Len=1396 TSval=1226095628 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7764","118.223212","192.168.1.151","151.101.69.254","TLSv1.2","164","52951","443","","Application Data"
"7765","118.223220","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=87151 Ack=228779 Win=131072 Len=1396 TSval=1226095628 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7766","118.223220","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=88547 Ack=228779 Win=131072 Len=1396 TSval=1226095628 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7767","118.223269","192.168.1.151","151.101.69.254","TLSv1.2","164","52951","443","","Application Data"
"7768","118.223269","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=90041 Ack=228779 Win=131072 Len=1396 TSval=1226095628 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7769","118.223270","192.168.1.151","151.101.69.254","TLSv1.2","832","52951","443","","Application Data"
"7770","118.223270","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=92203 Ack=228779 Win=131072 Len=1396 TSval=1226095628 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7771","118.223270","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=93599 Ack=228779 Win=131072 Len=1396 TSval=1226095628 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7772","118.223271","192.168.1.151","151.101.69.254","TLSv1.2","164","52951","443","","Application Data"
"7773","118.223271","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=95093 Ack=228779 Win=131072 Len=1396 TSval=1226095628 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7774","118.223271","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=96489 Ack=228779 Win=131072 Len=1396 TSval=1226095628 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7775","118.223272","192.168.1.151","151.101.69.254","TLSv1.2","164","52951","443","","Application Data"
"7776","118.223272","192.168.1.151","151.101.69.254","TLSv1.2","615","52951","443","","Application Data"
"7777","118.224455","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=98532 Ack=228779 Win=131072 Len=1396 TSval=1226095629 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7778","118.224456","192.168.1.151","151.101.69.254","TLSv1.2","1157","52951","443","","Application Data"
"7779","118.224469","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=101019 Ack=228779 Win=131072 Len=1396 TSval=1226095629 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7780","118.224469","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=102415 Ack=228779 Win=131072 Len=1396 TSval=1226095629 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7781","118.224469","192.168.1.151","151.101.69.254","TLSv1.2","164","52951","443","","Application Data"
"7782","118.224520","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=103909 Ack=228779 Win=131072 Len=1396 TSval=1226095629 TSecr=3425318227 [TCP segment of a reassembled PDU]"
"7783","118.224520","192.168.1.151","151.101.69.254","TCP","1462","52951","443","","52951  >  443 [ACK] Seq=105305 Ack=228779 Win=131072 Len=1396 TSval=1226095629 TSecr=3425318227 [TCP segment of a reassembled PDU]"
