"No.","Time","Source","Destination","Protocol","Length","Source Port","Destination Port","Expert Info","Info"
"1781","20.890367","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1782","20.890949","172.217.1.206","192.168.1.151","UDP","154","443","55972","","443  >  55972 Len=112"
"1783","20.891098","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1784","20.891138","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1785","20.891432","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1786","20.891540","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1787","20.891635","172.217.1.206","192.168.1.151","UDP","393","443","55972","","443  >  55972 Len=351"
"1788","20.891765","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1789","20.891787","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1790","20.893718","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1791","20.893923","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1792","20.893925","172.217.1.206","192.168.1.151","UDP","108","443","55972","","443  >  55972 Len=66"
"1793","20.893983","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1794","20.894455","34.206.167.66","192.168.1.151","TLSv1.2","133","443","51229","","Application Data"
"1795","20.894493","192.168.1.151","34.206.167.66","TCP","66","51229","443","","51229  >  443 [ACK] Seq=1 Ack=470 Win=2046 Len=0 TSval=1225999051 TSecr=2310369737"
"1796","20.919405","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1797","21.027976","192.168.1.151","172.217.1.196","UDP","350","59167","443","","59167  >  443 Len=308"
"1798","21.058659","172.217.1.196","192.168.1.151","UDP","68","443","59167","","443  >  59167 Len=26"
"1799","21.078068","172.217.1.196","192.168.1.151","UDP","1392","443","59167","","443  >  59167 Len=1350"
"1800","21.078071","172.217.1.196","192.168.1.151","UDP","300","443","59167","","443  >  59167 Len=258"
"1801","21.079872","192.168.1.151","172.217.1.196","UDP","75","59167","443","","59167  >  443 Len=33"
"1802","21.081776","172.217.1.196","192.168.1.151","UDP","69","443","59167","","443  >  59167 Len=27"
"1803","21.081778","172.217.1.196","192.168.1.151","UDP","270","443","59167","","443  >  59167 Len=228"
"1804","21.083573","192.168.1.151","172.217.1.196","UDP","75","59167","443","","59167  >  443 Len=33"
"1805","21.089400","192.168.1.151","172.217.1.206","UDP","151","55972","443","","55972  >  443 Len=109"
"1806","21.089623","192.168.1.151","172.217.1.206","UDP","167","55972","443","","55972  >  443 Len=125"
"1807","21.089828","192.168.1.151","172.217.1.206","UDP","166","55972","443","","55972  >  443 Len=124"
"1808","21.090006","192.168.1.151","172.217.1.206","UDP","168","55972","443","","55972  >  443 Len=126"
"1809","21.090166","192.168.1.151","172.217.1.206","UDP","166","55972","443","","55972  >  443 Len=124"
"1810","21.090273","192.168.1.151","172.217.1.206","UDP","155","55972","443","","55972  >  443 Len=113"
"1811","21.096213","172.217.1.206","192.168.1.151","UDP","68","443","55972","","443  >  55972 Len=26"
"1812","21.097055","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1813","21.097832","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1814","21.097915","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1815","21.098070","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1816","21.098294","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1817","21.098357","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1818","21.098451","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1819","21.098747","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1820","21.098749","172.217.1.206","192.168.1.151","UDP","474","443","55972","","443  >  55972 Len=432"
"1821","21.098819","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1822","21.098910","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1823","21.099120","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1824","21.099143","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1825","21.099311","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1826","21.099376","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1827","21.099487","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1828","21.099606","172.217.1.206","192.168.1.151","UDP","706","443","55972","","443  >  55972 Len=664"
"1829","21.099648","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1830","21.100104","104.248.5.185","192.168.1.151","TLSv1.2","90","443","51395","","Application Data"
"1831","21.100142","192.168.1.151","104.248.5.185","TCP","66","51395","443","","51395  >  443 [ACK] Seq=29 Ack=49 Win=2047 Len=0 TSval=1225999255 TSecr=2388928589"
"1832","21.100200","192.168.1.151","104.248.5.185","TLSv1.2","94","51395","443","","Application Data"
"1833","21.100859","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1834","21.101076","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1835","21.101140","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1836","21.101301","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1837","21.101440","172.217.1.206","192.168.1.151","UDP","1128","443","55972","","443  >  55972 Len=1086"
"1838","21.101497","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1839","21.101616","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1840","21.101799","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1841","21.101891","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1842","21.103036","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1843","21.103204","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1844","21.103395","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1845","21.103407","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1846","21.103593","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1847","21.103797","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1848","21.103874","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1849","21.103983","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1850","21.104025","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1851","21.104197","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1852","21.104400","172.217.1.206","192.168.1.151","UDP","1312","443","55972","","443  >  55972 Len=1270"
"1853","21.104447","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1854","21.157197","104.248.5.185","192.168.1.151","TCP","66","443","51395","","443  >  51395 [ACK] Seq=49 Ack=57 Win=33 Len=0 TSval=2388928646 TSecr=1225999255"
"1855","21.199548","192.168.1.151","172.217.1.196","UDP","353","59167","443","","59167  >  443 Len=311"
"1856","21.230170","172.217.1.196","192.168.1.151","UDP","68","443","59167","","443  >  59167 Len=26"
"1857","21.257961","172.217.1.196","192.168.1.151","UDP","1392","443","59167","","443  >  59167 Len=1350"
"1858","21.257963","172.217.1.196","192.168.1.151","UDP","165","443","59167","","443  >  59167 Len=123"
"1859","21.259778","192.168.1.151","172.217.1.196","UDP","75","59167","443","","59167  >  443 Len=33"
"1860","21.260156","172.217.1.196","192.168.1.151","UDP","69","443","59167","","443  >  59167 Len=27"
"1861","21.260158","172.217.1.196","192.168.1.151","UDP","319","443","59167","","443  >  59167 Len=277"
"1862","21.262012","192.168.1.151","172.217.1.196","UDP","75","59167","443","","59167  >  443 Len=33"
"1863","21.269402","192.168.1.151","172.217.1.206","UDP","168","55972","443","","55972  >  443 Len=126"
"1864","21.269639","192.168.1.151","172.217.1.206","UDP","166","55972","443","","55972  >  443 Len=124"
"1865","21.269916","192.168.1.151","172.217.1.206","UDP","153","55972","443","","55972  >  443 Len=111"
"1866","21.270177","192.168.1.151","172.217.1.206","UDP","166","55972","443","","55972  >  443 Len=124"
"1867","21.270390","192.168.1.151","172.217.1.206","UDP","152","55972","443","","55972  >  443 Len=110"
"1868","21.270570","192.168.1.151","172.217.1.206","UDP","167","55972","443","","55972  >  443 Len=125"
"1869","21.278232","172.217.1.206","192.168.1.151","UDP","68","443","55972","","443  >  55972 Len=26"
"1870","21.278986","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1871","21.279184","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1872","21.279247","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1873","21.279307","172.217.1.206","192.168.1.151","UDP","687","443","55972","","443  >  55972 Len=645"
"1874","21.279554","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1875","21.279640","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1876","21.279666","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1877","21.279870","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1878","21.279954","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1879","21.280104","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1880","21.280284","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1881","21.280341","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1882","21.280880","172.217.1.206","192.168.1.151","UDP","573","443","55972","","443  >  55972 Len=531"
"1883","21.281068","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1884","21.281225","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1885","21.281263","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1886","21.281525","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1887","21.281571","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1888","21.281656","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1889","21.281874","172.217.1.206","192.168.1.151","DCP-PFT","1392","443","55972","",""
"1890","21.281942","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1891","21.281973","172.217.1.206","192.168.1.151","UDP","639","443","55972","","443  >  55972 Len=597"
"1892","21.282192","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1893","21.282343","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1894","21.282388","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1895","21.282595","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1896","21.282636","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1897","21.282736","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1898","21.283555","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1899","21.283557","172.217.1.206","192.168.1.151","UDP","248","443","55972","","443  >  55972 Len=206"
"1900","21.283625","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1901","21.283739","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1902","21.283908","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1903","21.283959","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1904","21.284142","172.217.1.206","192.168.1.151","UDP","1317","443","55972","","443  >  55972 Len=1275"
"1905","21.284218","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1906","21.284320","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1907","21.284531","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1908","21.284744","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1909","21.284879","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1910","21.284969","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1911","21.284971","172.217.1.206","192.168.1.151","UDP","548","443","55972","","443  >  55972 Len=506"
"1912","21.285086","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1913","21.310409","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1914","21.379911","192.168.1.151","172.217.1.196","UDP","351","59167","443","","59167  >  443 Len=309"
"1915","21.387948","172.217.1.196","192.168.1.151","UDP","68","443","59167","","443  >  59167 Len=26"
"1916","21.445916","172.217.1.196","192.168.1.151","UDP","1363","443","59167","","443  >  59167 Len=1321"
"1917","21.446517","172.217.1.196","192.168.1.151","UDP","69","443","59167","","443  >  59167 Len=27"
"1918","21.446519","172.217.1.196","192.168.1.151","UDP","320","443","59167","","443  >  59167 Len=278"
"1919","21.447791","192.168.1.151","172.217.1.196","UDP","75","59167","443","","59167  >  443 Len=33"
"1920","21.455829","192.168.1.151","172.217.1.206","UDP","168","55972","443","","55972  >  443 Len=126"
"1921","21.456037","192.168.1.151","172.217.12.1","UDP","148","56533","443","","56533  >  443 Len=106"
"1922","21.456192","192.168.1.151","172.217.12.1","UDP","149","56533","443","","56533  >  443 Len=107"
"1923","21.460605","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1924","21.462258","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1925","21.462352","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1926","21.462425","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1927","21.462720","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1928","21.462793","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1929","21.462877","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1930","21.462879","172.217.1.206","192.168.1.151","UDP","335","443","55972","","443  >  55972 Len=293"
"1931","21.462937","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1932","21.464804","172.217.12.1","192.168.1.151","UDP","67","443","56533","","443  >  56533 Len=25"
"1933","21.478726","172.217.12.1","192.168.1.151","UDP","1392","443","56533","","443  >  56533 Len=1350"
"1934","21.478842","172.217.12.1","192.168.1.151","UDP","1392","443","56533","","443  >  56533 Len=1350"
"1935","21.478961","192.168.1.151","172.217.12.1","UDP","75","56533","443","","56533  >  443 Len=33"
"1936","21.479028","172.217.12.1","192.168.1.151","UDP","1392","443","56533","","443  >  56533 Len=1350"
"1937","21.479302","172.217.12.1","192.168.1.151","UDP","1390","443","56533","","443  >  56533 Len=1348"
"1938","21.479446","172.217.12.1","192.168.1.151","UDP","1392","443","56533","","443  >  56533 Len=1350"
"1939","21.479554","192.168.1.151","172.217.12.1","UDP","75","56533","443","","56533  >  443 Len=33"
"1940","21.479603","172.217.12.1","192.168.1.151","UDP","1392","443","56533","","443  >  56533 Len=1350"
"1941","21.479637","192.168.1.151","172.217.12.1","UDP","75","56533","443","","56533  >  443 Len=33"
"1942","21.479821","172.217.12.1","192.168.1.151","UDP","1392","443","56533","","443  >  56533 Len=1350"
"1943","21.480111","172.217.12.1","192.168.1.151","UDP","1392","443","56533","","443  >  56533 Len=1350"
"1944","21.480113","172.217.12.1","192.168.1.151","UDP","637","443","56533","","443  >  56533 Len=595"
"1945","21.480114","172.217.12.1","192.168.1.151","UDP","75","443","56533","","443  >  56533 Len=25"
"1946","21.480115","172.217.12.1","192.168.1.151","UDP","67","443","56533","","443  >  56533 Len=25"
"1947","21.480193","192.168.1.151","172.217.12.1","UDP","75","56533","443","","56533  >  443 Len=33"
"1948","21.480213","192.168.1.151","172.217.12.1","UDP","75","56533","443","","56533  >  443 Len=33"
"1949","21.505335","192.168.1.151","172.217.12.1","UDP","75","56533","443","","56533  >  443 Len=33"
"1950","21.555089","192.168.1.151","172.217.1.196","UDP","356","59167","443","","59167  >  443 Len=314"
"1951","21.563245","172.217.1.196","192.168.1.151","UDP","68","443","59167","","443  >  59167 Len=26"
"1952","21.616140","172.217.1.196","192.168.1.151","UDP","1168","443","59167","","443  >  59167 Len=1126"
"1953","21.617979","192.168.1.151","172.217.1.196","UDP","75","59167","443","","59167  >  443 Len=33"
"1954","21.619609","172.217.1.196","192.168.1.151","UDP","69","443","59167","","443  >  59167 Len=27"
"1955","21.619612","172.217.1.196","192.168.1.151","UDP","123","443","59167","","443  >  59167 Len=81"
"1956","21.621474","192.168.1.151","172.217.1.196","UDP","75","59167","443","","59167  >  443 Len=33"
"1957","21.625129","192.168.1.151","172.217.1.206","UDP","167","55972","443","","55972  >  443 Len=125"
"1958","21.625500","192.168.1.151","172.217.1.206","UDP","167","55972","443","","55972  >  443 Len=125"
"1959","21.629759","172.217.1.206","192.168.1.151","UDP","68","443","55972","","443  >  55972 Len=26"
"1960","21.630838","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1961","21.631544","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1962","21.631626","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1963","21.631748","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1964","21.632166","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1965","21.632168","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1966","21.632169","172.217.1.206","192.168.1.151","UDP","81","443","55972","","443  >  55972 Len=39"
"1967","21.632223","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1968","21.632244","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1969","21.643415","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1970","21.644125","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1971","21.644208","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1972","21.644378","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1973","21.644623","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1974","21.644697","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1975","21.644720","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1976","21.644914","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1977","21.644981","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1978","21.645106","172.217.1.206","192.168.1.151","UDP","1112","443","55972","","443  >  55972 Len=1070"
"1979","21.670446","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1980","21.670908","192.168.1.151","172.217.1.196","UDP","367","59167","443","","59167  >  443 Len=325"
"1981","21.677727","172.217.1.196","192.168.1.151","UDP","68","443","59167","","443  >  59167 Len=26"
"1982","21.730260","192.168.1.1","255.255.255.255","UDP","215","48952","7437","","48952  >  7437 Len=173"
"1983","21.734172","172.217.1.196","192.168.1.151","UDP","1280","443","59167","","443  >  59167 Len=1238"
"1984","21.735980","192.168.1.151","172.217.1.196","UDP","75","59167","443","","59167  >  443 Len=33"
"1985","21.736647","172.217.1.196","192.168.1.151","UDP","69","443","59167","","443  >  59167 Len=27"
"1986","21.736649","172.217.1.196","192.168.1.151","UDP","81","443","59167","","443  >  59167 Len=39"
"1987","21.738526","192.168.1.151","172.217.1.196","UDP","75","59167","443","","59167  >  443 Len=33"
"1988","21.743355","192.168.1.151","172.217.1.206","UDP","168","55972","443","","55972  >  443 Len=126"
"1989","21.753673","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1990","21.754487","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"1991","21.754490","172.217.1.206","192.168.1.151","UDP","651","443","55972","","443  >  55972 Len=609"
"1992","21.754576","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1993","21.769692","192.168.1.151","172.217.1.196","UDP","353","59167","443","","59167  >  443 Len=311"
"1994","21.778969","172.217.1.196","192.168.1.151","UDP","68","443","59167","","443  >  59167 Len=26"
"1995","21.779809","192.168.1.151","172.217.12.14","UDP","1392","54854","443","","54854  >  443 Len=1350"
"1996","21.779833","192.168.1.151","172.217.12.14","UDP","116","54854","443","","54854  >  443 Len=74"
"1997","21.779861","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"1998","21.780983","192.168.1.151","172.217.12.14","UDP","1392","54854","443","","54854  >  443 Len=1350"
"1999","21.780995","192.168.1.151","172.217.12.14","UDP","1219","54854","443","","54854  >  443 Len=1177"
"2000","21.781340","192.168.1.151","172.217.12.14","UDP","463","54854","443","","54854  >  443 Len=421"
"2001","21.790556","172.217.12.14","192.168.1.151","UDP","67","443","54854","","443  >  54854 Len=25"
"2002","21.790559","172.217.12.14","192.168.1.151","UDP","67","443","54854","","443  >  54854 Len=25"
"2003","21.806729","172.217.12.14","192.168.1.151","UDP","564","443","54854","","443  >  54854 Len=522"
"2004","21.806732","172.217.12.14","192.168.1.151","UDP","232","443","54854","","443  >  54854 Len=190"
"2005","21.806878","172.217.12.14","192.168.1.151","UDP","513","443","54854","","443  >  54854 Len=471"
"2006","21.806880","172.217.12.14","192.168.1.151","UDP","157","443","54854","","443  >  54854 Len=115"
"2007","21.806968","192.168.1.151","172.217.12.14","UDP","75","54854","443","","54854  >  443 Len=33"
"2008","21.807030","172.217.12.14","192.168.1.151","UDP","528","443","54854","","443  >  54854 Len=486"
"2009","21.807032","172.217.12.14","192.168.1.151","UDP","278","443","54854","","443  >  54854 Len=236"
"2010","21.807038","192.168.1.151","172.217.12.14","UDP","75","54854","443","","54854  >  443 Len=33"
"2011","21.807249","192.168.1.151","172.217.12.14","UDP","75","54854","443","","54854  >  443 Len=33"
"2012","21.833820","172.217.1.196","192.168.1.151","UDP","1392","443","59167","","443  >  59167 Len=1350"
"2013","21.833829","172.217.1.196","192.168.1.151","UDP","72","443","59167","","443  >  59167 Len=30"
"2014","21.835664","192.168.1.151","172.217.1.196","UDP","75","59167","443","","59167  >  443 Len=33"
"2015","21.837099","172.217.1.196","192.168.1.151","UDP","69","443","59167","","443  >  59167 Len=27"
"2016","21.837101","172.217.1.196","192.168.1.151","UDP","151","443","59167","","443  >  59167 Len=109"
"2017","21.838869","192.168.1.151","172.217.1.196","UDP","75","59167","443","","59167  >  443 Len=33"
"2018","21.896804","192.168.1.151","172.217.1.196","UDP","665","59167","443","","59167  >  443 Len=623"
"2019","21.898615","192.168.1.151","152.199.24.163","TCP","54","52557","443","","52557  >  443 [ACK] Seq=1 Ack=1 Win=4096 Len=0"
"2020","21.904400","152.199.24.163","192.168.1.151","TCP","54","443","52557","Warning","[TCP ACKed unseen segment] 443  >  52557 [ACK] Seq=1 Ack=2 Win=138 Len=0"
"2021","21.904419","172.217.1.196","192.168.1.151","UDP","68","443","59167","","443  >  59167 Len=26"
"2022","21.938346","52.23.32.39","192.168.1.151","TLSv1.2","123","443","51284","","Application Data"
"2023","21.938443","192.168.1.151","52.23.32.39","TCP","66","51284","443","","51284  >  443 [ACK] Seq=64 Ack=117 Win=2047 Len=0 TSval=1226000086 TSecr=2580760421"
"2024","21.963341","172.217.1.196","192.168.1.151","UDP","1204","443","59167","","443  >  59167 Len=1162"
"2025","21.965193","192.168.1.151","172.217.1.196","UDP","75","59167","443","","59167  >  443 Len=33"
"2026","21.965420","172.217.1.196","192.168.1.151","UDP","69","443","59167","","443  >  59167 Len=27"
"2027","21.965422","172.217.1.196","192.168.1.151","UDP","195","443","59167","","443  >  59167 Len=153"
"2028","21.967275","192.168.1.151","172.217.1.196","UDP","75","59167","443","","59167  >  443 Len=33"
"2029","21.974643","192.168.1.151","172.217.1.196","UDP","524","59167","443","","59167  >  443 Len=482"
"2030","21.984174","172.217.1.196","192.168.1.151","UDP","68","443","59167","","443  >  59167 Len=26"
"2031","22.018231","172.217.1.196","192.168.1.151","UDP","1179","443","59167","","443  >  59167 Len=1137"
"2032","22.020087","192.168.1.151","172.217.1.196","UDP","75","59167","443","","59167  >  443 Len=33"
"2033","22.021542","172.217.1.196","192.168.1.151","UDP","69","443","59167","","443  >  59167 Len=27"
"2034","22.021544","172.217.1.196","192.168.1.151","UDP","289","443","59167","","443  >  59167 Len=247"
"2035","22.023349","192.168.1.151","172.217.1.196","UDP","75","59167","443","","59167  >  443 Len=33"
"2036","22.027834","192.168.1.151","172.217.1.206","UDP","167","55972","443","","55972  >  443 Len=125"
"2037","22.028033","192.168.1.151","172.217.1.206","UDP","167","55972","443","","55972  >  443 Len=125"
"2038","22.028197","192.168.1.151","172.217.1.206","UDP","168","55972","443","","55972  >  443 Len=126"
"2039","22.035105","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"2040","22.035797","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"2041","22.036063","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"2042","22.036065","172.217.1.206","192.168.1.151","UDP","239","443","55972","","443  >  55972 Len=197"
"2043","22.036066","172.217.1.206","192.168.1.151","UDP","68","443","55972","","443  >  55972 Len=26"
"2044","22.036492","192.168.1.151","172.217.1.206","UDP","75","55972","443","","55972  >  443 Len=33"
"2045","22.036834","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"2046","22.036964","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"2047","22.037160","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"2048","22.037372","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
"2049","22.037517","172.217.1.206","192.168.1.151","UDP","769","443","55972","","443  >  55972 Len=727"
"2050","22.037670","172.217.1.206","192.168.1.151","UDP","1392","443","55972","","443  >  55972 Len=1350"
